id,common_name,observed_on,place_guess,location,quality_grade,annotation_summary,ofvs,tags,url
235771816,Atlantic Blue Crab,2024-08-14 14:59:06-04:00,"Barnegat Bay, Seaside Park, NJ, US","[39.9357433597, -74.0796512838]",research,,[],[],https://www.inaturalist.org/observations/235771816
235652345,Atlantic Blue Crab,2024-08-10 19:03:00-04:00,"Maurice River, NJ, USA","[39.2028304439, -74.9936463362]",research,,[],[],https://www.inaturalist.org/observations/235652345
234623683,Atlantic Blue Crab,2024-08-08 11:14:22-04:00,"Middletown Township, NJ, USA","[40.4411014, -74.0956307997]",research,,[],[],https://www.inaturalist.org/observations/234623683
234622643,Atlantic Blue Crab,2024-08-08 12:22:48-04:00,"Dav and Duke’s Beach, Rt-35 At Cliffwood Way, Old Bridge, NJ 08879, USA","[40.4622084, -74.2545803]",research,,[],[],https://www.inaturalist.org/observations/234622643
234555784,Atlantic Blue Crab,2024-08-08 12:25:26-04:00,"Dav and Duke’s Beach, Rt-35 At Cliffwood Way, Old Bridge, NJ 08879, USA","[40.4621573, -74.2548556997]",research,,[],[],https://www.inaturalist.org/observations/234555784
234469196,Atlantic Blue Crab,2024-04-30 18:58:00-04:00,"Palmyra Cove Nature Park, 1335 NJ-73, Palmyra, NJ 08065, USA","[40.0083619, -75.0414125]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/234469196
234337403,Atlantic Blue Crab,2024-08-07 09:15:09-04:00,"Higbee Beach, Cape May, NJ, US","[38.9650783333, -74.9631666667]",research,,[],[],https://www.inaturalist.org/observations/234337403
234252905,Atlantic Blue Crab,2024-08-06 12:06:35-04:00,"National Park, NJ 08063, USA","[39.8746160997, -75.1863302997]",research,,[],[],https://www.inaturalist.org/observations/234252905
234221479,Atlantic Blue Crab,2024-08-06 17:22:27-04:00,Cape May County,"[39.1909790039, -74.659866333]",research,,[],[],https://www.inaturalist.org/observations/234221479
234221412,Atlantic Blue Crab,2024-08-06 17:21:43-04:00,"North Atlantic Ocean, NJ, US","[39.19068, -74.6598883333]",research,,[],[],https://www.inaturalist.org/observations/234221412
234056504,Atlantic Blue Crab,2024-08-05 17:29:23-04:00,"Old Bridge, NJ, USA","[40.4533399722, -74.2249139722]",research,,[],[],https://www.inaturalist.org/observations/234056504
233850382,Atlantic Blue Crab,2024-08-04 19:47:22-04:00,"Sunset Beach, Cape May, NJ, US","[38.94693, -74.9693]",research,,[],[],https://www.inaturalist.org/observations/233850382
233795266,Atlantic Blue Crab,2024-08-01 07:18:35-04:00,Cape May County,"[38.9779014587, -74.8148651123]",research,,[],[],https://www.inaturalist.org/observations/233795266
233390738,Atlantic Blue Crab,2024-08-02 15:34:37-04:00,"Linwood, NJ 08221, USA","[39.3465166981, -74.5566485077]",research,,[],[],https://www.inaturalist.org/observations/233390738
233390637,Atlantic Blue Crab,2024-08-02 15:33:29-04:00,"Linwood, NJ 08221, USA","[39.3465742577, -74.556629397]",research,,[],[],https://www.inaturalist.org/observations/233390637
233299082,Atlantic Blue Crab,2024-08-01 11:05:49-04:00,"Cape May County, US-NJ, US","[39.0508954602, -74.6196975203]",research,,[],[],https://www.inaturalist.org/observations/233299082
233179213,Atlantic Blue Crab,2024-08-01 18:28:37-04:00,"Raritan Bay, South Amboy, NJ, US","[40.4841763636, -74.2739233261]",research,,[],[],https://www.inaturalist.org/observations/233179213
233173429,Atlantic Blue Crab,2024-08-01 12:26:00-04:00,"Brielle, NJ, USA","[40.1055241989, -74.0464836916]",research,,[],[],https://www.inaturalist.org/observations/233173429
232933196,Atlantic Blue Crab,2024-07-31 10:45:42-04:00,"Manasquan Brielle Little League, Manasquan, NJ, US","[40.1173329768, -74.0346728973]",research,,[],[],https://www.inaturalist.org/observations/232933196
232912113,Atlantic Blue Crab,2024-07-31 11:28:06-04:00,"Ocean City, Ocean City, NJ, US","[39.2171162507, -74.647651082]",research,,[],[],https://www.inaturalist.org/observations/232912113
232904755,Atlantic Blue Crab,2024-07-31 10:45:42-04:00,"Watson Creek, Manasquan, NJ, US","[40.117261074, -74.0347342963]",research,Sex: Female,[],[],https://www.inaturalist.org/observations/232904755
232903749,Atlantic Blue Crab,2024-07-31 10:42:44-04:00,"Ludlam Island, Strathmere, NJ, US","[39.2000351754, -74.6558070314]",research,,[],[],https://www.inaturalist.org/observations/232903749
232872517,Atlantic Blue Crab,2024-07-30 11:32:00-04:00,"Atlantic City, NJ, USA","[39.3523305556, -74.4379138889]",research,,[],[],https://www.inaturalist.org/observations/232872517
232798309,Atlantic Blue Crab,2024-07-25 12:38:55-04:00,"Stone Harbor Blvd, Stone Harbor, NJ, US","[39.0594221667, -74.7733383333]",research,,[],[],https://www.inaturalist.org/observations/232798309
232756635,Atlantic Blue Crab,2024-07-30 10:56:58-04:00,"Raritan Bay, Atlantic Highlands, NJ, US","[40.4152177605, -73.9820720107]",research,,[],[],https://www.inaturalist.org/observations/232756635
232715540,Atlantic Blue Crab,2024-07-30 12:02:12-04:00,"Strathmere Bay, Ocean City, NJ, US","[39.2164215166, -74.6468639374]",research,,[],[],https://www.inaturalist.org/observations/232715540
232476339,Atlantic Blue Crab,2024-07-27 19:59:56-04:00,"Seven Mile Beach, Avalon, NJ, US","[39.0739861667, -74.7458583333]",research,,[],[],https://www.inaturalist.org/observations/232476339
232410138,Atlantic Blue Crab,2024-07-28 18:54:43-04:00,"Atlantic Highlands, NJ, USA","[40.413226, -74.0180509722]",research,,[],[],https://www.inaturalist.org/observations/232410138
232288954,Atlantic Blue Crab,2024-07-28 12:05:47-04:00,Atlantic Highlands,"[40.4087944031, -73.9810180664]",research,,[],[],https://www.inaturalist.org/observations/232288954
232156080,Atlantic Blue Crab,2024-07-26 12:47:42-04:00,"Belmar, NJ, USA","[40.179321, -74.0387603]",research,,[],[],https://www.inaturalist.org/observations/232156080
232154454,Atlantic Blue Crab,2024-07-26 10:50:16-04:00,United States,"[40.0361857781, -74.1945401034]",research,,[],[],https://www.inaturalist.org/observations/232154454
231319352,Atlantic Blue Crab,2024-07-20 10:42:44-04:00,"Ocean County, NJ, USA","[39.7586913889, -74.0962305556]",research,,[],[],https://www.inaturalist.org/observations/231319352
231301713,Atlantic Blue Crab,2024-07-23 12:06:26-04:00,"Stone Harbor Blvd, Stone Harbor, NJ, US","[39.0600278333, -74.77063]",research,,[],[],https://www.inaturalist.org/observations/231301713
230828641,Atlantic Blue Crab,2024-07-21 14:19:00-04:00,"Long Beach Island, New Jersey ","[39.666407, -74.159016]",research,"Sex: Female, Alive or Dead: Dead",[],[],https://www.inaturalist.org/observations/230828641
230811731,Atlantic Blue Crab,2024-07-21 10:53:44-04:00,"New Brunswick, NJ 08904, USA","[40.4899044944, -74.4199312851]",research,,[],[],https://www.inaturalist.org/observations/230811731
230659653,Atlantic Blue Crab,2024-07-20 17:17:24-04:00,"East Brunswick, NJ 08816, USA","[40.4876349722, -74.383694]",research,,[],[],https://www.inaturalist.org/observations/230659653
230659534,Atlantic Blue Crab,2024-07-20 16:51:28-04:00,"East Brunswick, NJ 08816, USA","[40.488039, -74.3843739722]",research,,[],[],https://www.inaturalist.org/observations/230659534
230580801,Atlantic Blue Crab,2024-07-20 16:12:01-04:00,Pennsville Township,"[39.6496391296, -75.5310821533]",research,,[],[],https://www.inaturalist.org/observations/230580801
230515002,Atlantic Blue Crab,2024-07-19 21:39:00-04:00,United States,"[40.1842557306, -74.0502888318]",research,Life Stage: Juvenile,[],[],https://www.inaturalist.org/observations/230515002
230337081,Atlantic Blue Crab,2024-07-19 11:52:25-04:00,"Cape May Point State Park, Cape May, NJ, US","[38.934075, -74.9488216667]",research,,[],[],https://www.inaturalist.org/observations/230337081
230011508,Atlantic Blue Crab,2024-07-13 20:32:28-04:00,"Stafford Ave, Manahawkin, NJ, US","[39.6840066461, -74.2076469896]",research,,[],[],https://www.inaturalist.org/observations/230011508
229627000,Atlantic Blue Crab,2024-07-15 20:27:47-04:00,"Gateway National Recreation Area, Highlands, NJ, US","[40.4760633333, -74.0179666667]",research,,[],[],https://www.inaturalist.org/observations/229627000
229365004,Atlantic Blue Crab,2024-07-14 14:21:58-04:00,"Hudson River, Alpine, NJ, US","[40.9197616667, -73.926995]",research,,[],[],https://www.inaturalist.org/observations/229365004
229364958,Atlantic Blue Crab,2024-07-14 14:21:42-04:00,"Hudson River, Alpine, NJ, US","[40.9197583333, -73.9269716667]",research,,[],[],https://www.inaturalist.org/observations/229364958
229164261,Atlantic Blue Crab,2024-07-13 18:29:33-04:00,"New Brunswick, NJ 08904, USA","[40.490237, -74.4222129722]",research,,[],[],https://www.inaturalist.org/observations/229164261
229164060,Atlantic Blue Crab,2024-07-13 17:15:07-04:00,"New Brunswick, NJ, USA","[40.4895816835, -74.4200523198]",research,,[],[],https://www.inaturalist.org/observations/229164060
229152304,Atlantic Blue Crab,2024-07-13 20:07:35-04:00,"Otter Pond, Absecon, NJ, US","[39.50513, -74.41655]",research,,[],[],https://www.inaturalist.org/observations/229152304
228926573,Atlantic Blue Crab,2024-07-07 09:56:00-04:00,"Point Pleasant Beach, NJ 08742, USA","[40.1015759274, -74.0490303182]",research,,[],"['Animal', 'Atlantic blue crab', 'beneath the sea', 'beneath the surface', 'Blue Crab', 'callinectes sapidus', 'conservation', 'conserve nature', 'conserve wildlife', 'Crab', 'environment', 'Environmental', 'keep our air clean', 'marine life', 'nature', 'nature photography', 'nj crab', 'nj marine life', 'nj nature', 'nj ocean life', 'nj sea life', 'nj underwater', 'nj wildlife', 'ocean life', 'outdoor', 'outdoor photography', 'protect nature', 'protect our environment', 'protect wildlife', 'Sea life', 'under the sea', 'Underwater', 'underwater nj', 'underwater photography', 'wildlife', 'wildlife photography']",https://www.inaturalist.org/observations/228926573
228926559,Atlantic Blue Crab,2024-07-04 07:41:00-04:00,"Point Pleasant Beach, NJ 08742, USA","[40.1015759274, -74.0490303182]",research,,[],"['Atlantic blue crab', 'beneath the sea', 'beneath the surface', 'Blue Crab', 'callinectes sapidus', 'conservation', 'conserve nature', 'conserve wildlife', 'environment', 'Environmental', 'keep our air clean', 'marine life', 'nature photography', 'nj crab', 'nj marine life', 'nj nature', 'nj ocean life', 'nj sea life', 'nj underwater', 'nj wildlife', 'ocean life', 'outdoor', 'outdoor photography', 'protect nature', 'protect our environment', 'protect wildlife', 'Sea life', 'under the sea', 'Underwater', 'underwater nj', 'underwater photography', 'wildlife photography', 'animal', 'crab', 'Wildlife', 'nature']",https://www.inaturalist.org/observations/228926559
228859531,Atlantic Blue Crab,2024-07-12 10:42:05-04:00,"Matawan, NJ 07747, USA","[40.4391083, -74.2730727997]",research,,[],[],https://www.inaturalist.org/observations/228859531
228737436,Atlantic Blue Crab,2024-07-11 20:48:34-04:00,"Manasquan River, Manasquan, NJ, US","[40.1062118651, -74.0391968322]",research,,[],[],https://www.inaturalist.org/observations/228737436
227745583,Atlantic Blue Crab,2024-07-07 08:02:44-04:00,"Bayshore, Sayreville, NJ, US","[40.476854944, -74.2673858004]",research,,[],[],https://www.inaturalist.org/observations/227745583
227590164,Atlantic Blue Crab,2024-07-05 23:19:37-04:00,"Center St, Sea Bright, NJ, US","[40.3590783333, -73.9757866667]",research,,[],[],https://www.inaturalist.org/observations/227590164
227549552,Atlantic Blue Crab,2024-07-06 12:27:25-04:00,"Absecon Island, Ventnor City, NJ, US","[39.3440944179, -74.4726881571]",research,,[],[],https://www.inaturalist.org/observations/227549552
227453735,Atlantic Blue Crab,2024-07-05 22:52:43-04:00,"Shrewsbury River, Sea Bright, NJ, US","[40.3589033333, -73.9755466667]",research,,[],[],https://www.inaturalist.org/observations/227453735
227421444,Atlantic Blue Crab,2024-07-05 20:04:33-04:00,"Osborne Pl, Sea Bright, NJ, US","[40.3590966667, -73.9757916667]",research,,[],[],https://www.inaturalist.org/observations/227421444
227335909,Atlantic Blue Crab,2024-07-05 13:16:56-04:00,"Ocean City, Ocean City, NJ, US","[39.2311586659, -74.6385677588]",research,Alive or Dead: Dead,"[{'field_id': 92, 'datatype': 'text', 'user_id': 1908095, 'value_ci': 'dead', 'name': 'Dead or alive', 'name_ci': 'Dead or alive', 'id': 28099735, 'uuid': '62b0373c-0e86-455a-af3e-e9d08ac9744c', 'value': 'dead', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}, {'field_id': 1315, 'datatype': 'text', 'user_id': 1908095, 'value_ci': 'Invertebrate', 'name': 'Species Category', 'name_ci': 'Species Category', 'id': 28099738, 'uuid': 'f6e1fa2b-e3c6-4c1f-9ff5-1344a397c712', 'value': 'Invertebrate', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}, {'field_id': 74, 'datatype': 'text', 'user_id': 1908095, 'value_ci': 'moderate', 'name': 'Identification Confidence', 'name_ci': 'Identification Confidence', 'id': 28099740, 'uuid': '7dedcd9b-f9cf-4f7c-8262-1a0b8b5aa4d1', 'value': 'moderate', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}, {'field_id': 1, 'datatype': 'text', 'user_id': 1908095, 'value_ci': 'One', 'name': 'Count', 'name_ci': 'Count', 'id': 28099742, 'uuid': 'f68d7dbf-02bf-43e2-b40d-7b00a76ce396', 'value': 'One', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}, {'field_id': 1314, 'datatype': 'numeric', 'user_id': 1908095, 'value_ci': '', 'name': 'Milespost', 'name_ci': 'Milespost', 'id': 28099746, 'uuid': 'aeeda6be-ad93-4bfe-9f8d-5f4db114335e', 'value': '', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}]",[],https://www.inaturalist.org/observations/227335909
227334873,Atlantic Blue Crab,2024-07-05 13:12:06-04:00,"Ocean City, Ocean City, NJ, US","[39.2309555486, -74.6376050108]",research,Alive or Dead: Dead,"[{'field_id': 92, 'datatype': 'text', 'user_id': 1908095, 'value_ci': 'dead', 'name': 'Dead or alive', 'name_ci': 'Dead or alive', 'id': 28099764, 'uuid': 'cee57c94-746c-4d4d-a95b-17c54309bcf9', 'value': 'dead', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}, {'field_id': 1315, 'datatype': 'text', 'user_id': 1908095, 'value_ci': 'Invertebrate', 'name': 'Species Category', 'name_ci': 'Species Category', 'id': 28099765, 'uuid': '38d7961b-fe2b-46bc-9e52-30ec49d61a1f', 'value': 'Invertebrate', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}, {'field_id': 74, 'datatype': 'text', 'user_id': 1908095, 'value_ci': 'moderate', 'name': 'Identification Confidence', 'name_ci': 'Identification Confidence', 'id': 28099766, 'uuid': '2f9cbde6-7ba5-44ea-8c6a-1fc102574bac', 'value': 'moderate', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}, {'field_id': 1, 'datatype': 'text', 'user_id': 1908095, 'value_ci': 'One', 'name': 'Count', 'name_ci': 'Count', 'id': 28099767, 'uuid': 'd069fcea-9c50-4469-97f7-88a154a3ade5', 'value': 'One', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}, {'field_id': 1314, 'datatype': 'numeric', 'user_id': 1908095, 'value_ci': '', 'name': 'Milespost', 'name_ci': 'Milespost', 'id': 28099768, 'uuid': '05a90c5a-8df0-444f-80bc-aca4467caa38', 'value': '', 'user': {'id': 1908095, 'login': 'allison256', 'spam': False, 'suspended': False, 'created_at': '2019-06-24T00:51:08+00:00', 'login_autocomplete': 'allison256', 'login_exact': 'allison256', 'name': 'Allison Starr', 'name_autocomplete': 'Allison Starr', 'orcid': None, 'icon': 'https://static.inaturalist.org/attachments/users/icons/1908095/thumb.jpeg?1561337468', 'observations_count': 1247, 'identifications_count': 485, 'journal_posts_count': 0, 'activity_count': 1732, 'species_count': 329, 'annotated_observations_count': 81, 'universal_search_rank': 1247, 'roles': [], 'site_id': None, 'icon_url': 'https://static.inaturalist.org/attachments/users/icons/1908095/medium.jpeg?1561337468'}}]",[],https://www.inaturalist.org/observations/227334873
227306580,Atlantic Blue Crab,2024-07-04 08:43:32-04:00,"Raritan Bay, South Amboy, NJ, US","[40.4851338658, -74.2742204126]",research,,[],[],https://www.inaturalist.org/observations/227306580
226705544,Atlantic Blue Crab,2024-07-02 11:37:48-04:00,"East Dr, Point Pleasant, NJ, US","[40.0620195, -74.0695028333]",research,,[],[],https://www.inaturalist.org/observations/226705544
226699553,Atlantic Blue Crab,2024-07-01 13:21:52-04:00,"Little Egg Harbor Township, NJ 08087, USA","[39.5395411, -74.3261025997]",research,,[],[],https://www.inaturalist.org/observations/226699553
226699224,Atlantic Blue Crab,2024-07-01 13:20:28-04:00,"Little Egg Harbor Township, NJ 08087, USA","[39.5395557, -74.3261154]",research,,[],[],https://www.inaturalist.org/observations/226699224
226697351,Atlantic Blue Crab,2024-07-01 12:00:04-04:00,"Little Egg Harbor Township, NJ 08087, USA","[39.5640354, -74.3418044997]",research,,[],[],https://www.inaturalist.org/observations/226697351
226694447,Atlantic Blue Crab,2024-07-01 10:52:33-04:00,"Little Egg Harbor Township, NJ, USA","[39.5640818997, -74.3413708]",research,,[],[],https://www.inaturalist.org/observations/226694447
226674715,Atlantic Blue Crab,2024-07-01 13:36:30-04:00,"Wills Hole Thoroughfare, Point Pleasant Beach, NJ, US","[40.1009833333, -74.0493695]",research,,[],[],https://www.inaturalist.org/observations/226674715
226673826,Atlantic Blue Crab,2024-07-01 15:32:25-04:00,United States,"[40.0540187242, -74.1586044619]",research,,[],[],https://www.inaturalist.org/observations/226673826
226590438,Atlantic Blue Crab,2024-06-28 10:09:21-04:00,"Clam Island, Manahawkin, NJ, US","[39.7627820584, -74.1339334344]",research,,[],[],https://www.inaturalist.org/observations/226590438
226305578,Atlantic Blue Crab,2024-06-30 09:14:00-04:00,"Keyport, NJ 07735, USA","[40.4372646574, -74.2055560388]",research,,[],[],https://www.inaturalist.org/observations/226305578
226023530,Atlantic Blue Crab,2024-06-29 11:54:52-04:00,"S Green St, Tuckerton, NJ, US","[39.57688, -74.33117]",research,,[],[],https://www.inaturalist.org/observations/226023530
226022909,Atlantic Blue Crab,2024-06-29 11:42:39-04:00,"S Green St, Tuckerton, NJ, US","[39.5768883333, -74.33117]",research,,[],[],https://www.inaturalist.org/observations/226022909
225844822,Atlantic Blue Crab,2024-06-04 14:01:00-04:00,"Seaside Park, NJ 08752, USA","[39.924797, -74.079722]",research,,[],[],https://www.inaturalist.org/observations/225844822
225798408,Atlantic Blue Crab,2024-06-26 13:05:07-04:00,"Beach Creek, North Wildwood, NJ, US","[39.007725, -74.7984783333]",research,,[],[],https://www.inaturalist.org/observations/225798408
225704001,Atlantic Blue Crab,2024-06-27 22:59:00-04:00,"Spring Lake, NJ 07762, USA","[40.1387416667, -74.02708]",research,,[],[],https://www.inaturalist.org/observations/225704001
225590457,Atlantic Blue Crab,2024-06-24 16:21:00-04:00,"Middle Township, NJ, USA","[39.0593209859, -74.7732147084]",research,,[],[],https://www.inaturalist.org/observations/225590457
225439847,Atlantic Blue Crab,2024-06-26 05:14:00-04:00,"Long Beach, NJ, USA","[39.7358315265, -74.1211921051]",research,,[],[],https://www.inaturalist.org/observations/225439847
225169627,Atlantic Blue Crab,2024-06-25 10:49:21-04:00,"Stone Harbor, NJ 08247, USA","[39.0594532, -74.7733182997]",research,,[],[],https://www.inaturalist.org/observations/225169627
225161125,Atlantic Blue Crab,2024-06-25 15:34:13-04:00,"Long Beach Island, Barnegat Light, NJ, US","[39.7589761997, -74.0953228065]",research,,[],[],https://www.inaturalist.org/observations/225161125
224682584,Atlantic Blue Crab,2024-06-15 15:48:00-04:00,"Point Pleasant Beach, NJ 08742, USA","[40.1016045991, -74.0489337592]",research,,[],"['asterias forbesi', 'Atlantic blue crab', 'beneath the sea', 'beneath the surface', 'callinectes sapidus', 'conservation', 'conserve nature', 'conserve wildlife', 'Echinoderm', 'environment', 'Environmental', 'Forbes Sea Star', 'keep our air clean', 'marine life', 'nature photography', 'nj crab', 'nj echinoderm', 'nj marine life', 'nj nature', 'nj ocean life', 'nj sea life', 'nj sea star', 'nj underwater', 'nj wildlife', 'ocean life', 'outdoor', 'outdoor photography', 'protect nature', 'protect our environment', 'protect wildlife', 'Sea life', 'under the sea', 'Underwater', 'underwater nj', 'underwater photography', 'wildlife photography', 'animal', 'Blue Crab', 'crab', 'Wildlife', 'nature', 'sea star']",https://www.inaturalist.org/observations/224682584
224549862,Atlantic Blue Crab,2024-06-22 12:26:17-04:00,"Jackson Township, NJ 08527, USA","[40.0515602958, -74.4056612626]",research,,[],[],https://www.inaturalist.org/observations/224549862
224427201,Atlantic Blue Crab,2024-06-22 11:14:05-04:00,"Peck Beach, Ocean City, NJ, US","[39.2955783333, -74.5526716667]",research,,[],[],https://www.inaturalist.org/observations/224427201
224050960,Atlantic Blue Crab,2024-06-20 15:48:04-04:00,"South Edison, New Brunswick, NJ, US","[40.4916833333, -74.4348833333]",research,,[],[],https://www.inaturalist.org/observations/224050960
223791320,Atlantic Blue Crab,2024-06-19 13:14:30-04:00,"NJ-52 N, Ocean City, NJ, US","[39.2854440125, -74.5809852358]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223791320
223439043,Atlantic Blue Crab,2024-06-17 11:44:31-04:00,"Berkeley Township, NJ, USA","[39.9412808, -74.1719671997]",research,,[],[],https://www.inaturalist.org/observations/223439043
223435922,Atlantic Blue Crab,2024-06-17 11:27:57-04:00,"Berkeley Township, NJ, USA","[39.9412724, -74.1719594]",research,,[],[],https://www.inaturalist.org/observations/223435922
223435243,Atlantic Blue Crab,2024-06-17 11:27:46-04:00,"Berkeley Township, NJ, USA","[39.9413034997, -74.1719996]",research,,[],[],https://www.inaturalist.org/observations/223435243
223434750,Atlantic Blue Crab,2024-06-17 11:09:45-04:00,"Berkeley Township, NJ, USA","[39.9407968, -74.1698432997]",research,Alive or Dead: Dead,[],[],https://www.inaturalist.org/observations/223434750
223323305,Atlantic Blue Crab,2024-06-17 08:43:03-04:00,"Richard W. DeKorte Park, Lyndhurst, NJ, US","[40.7865033333, -74.1007611667]",research,,[],[],https://www.inaturalist.org/observations/223323305
223184970,Atlantic Blue Crab,2024-06-16 13:30:00-04:00,"Jersey City, NJ 07305, USA","[40.6981241194, -74.0537805855]",research,,[],[],https://www.inaturalist.org/observations/223184970
222971028,Atlantic Blue Crab,2024-06-15 12:28:20-04:00,"New Jersey Ave, Fortescue, NJ, US","[39.2255533333, -75.167755]",research,,[],[],https://www.inaturalist.org/observations/222971028
